iter	Logloss
157	0.1197472229
158	0.1195747914
159	0.1194483689
160	0.119230422
161	0.11902718
162	0.1188601237
163	0.1184395192
164	0.1182267705
165	0.1175388243
166	0.1173729336
167	0.1171984185
168	0.1170025788
169	0.1166321758
170	0.1164672804
171	0.1161995844
172	0.1160354916
173	0.1155027008
174	0.1153876926
175	0.1152524384
176	0.1150477837
177	0.114775564
178	0.114589534
179	0.1142971228
180	0.1138714147
181	0.1137481635
182	0.1136014322
183	0.1134978206
184	0.1134020845
185	0.1131221039
186	0.1123563982
187	0.1121611884
188	0.1117926698
189	0.1117061277
190	0.1114469843
191	0.1109714637
192	0.1108591941
193	0.1106005389
194	0.1104675849
195	0.1102190454
196	0.1097331651
197	0.1096010375
198	0.1094820148
199	0.1089451724
200	0.1088388984
201	0.1087258708
202	0.108622502
203	0.1084800611
204	0.1082921535
205	0.1081890111
206	0.1080289376
207	0.1079462421
208	0.1078042961
209	0.1076697843
210	0.1076162706
211	0.1073222547
212	0.1071642564
213	0.1070749965
214	0.1069903038
215	0.1067474983
216	0.1066501059
217	0.1065386183
218	0.1064233847
219	0.1063345008
220	0.1062807866
221	0.1061696609
222	0.1061132018
223	0.1060116055
224	0.1058601353
225	0.1057574641
226	0.1056657773
227	0.1055301877
228	0.1054931616
229	0.1053978769
230	0.1052889397
231	0.1051462796
232	0.105009274
233	0.1049289651
234	0.1045033052
235	0.1044022698
236	0.1043096602
237	0.1041329144
238	0.1034190816
239	0.1032705698
240	0.1031285869
241	0.1028799439
242	0.1027736604
243	0.1026115084
244	0.1025124114
245	0.1024572904
246	0.102376505
247	0.102273774
248	0.1021654293
249	0.1020402204
250	0.1019400309
251	0.1018371847
252	0.1017612407
253	0.1016073588
254	0.1015056867
255	0.1014089798
256	0.1013170506
257	0.1012454513
258	0.1011115622
259	0.1010050083
260	0.1009417518
261	0.100703905
262	0.1005976149
263	0.1005147487
264	0.1004203288
265	0.100356675
266	0.1002624287
267	0.1001729825
268	0.09965715668
269	0.09957180647
270	0.09932058217
271	0.09921635776
272	0.0991023934
273	0.09881146482
274	0.09868088798
275	0.09866133406
276	0.09855715867
277	0.0984614882
278	0.09837808532
279	0.0982779134
280	0.09813648561
281	0.09809610621
282	0.09800057004
283	0.09789988367
284	0.0975921102
285	0.09755156063
286	0.09743802235
287	0.09736509492
288	0.09729280282
289	0.09720480829
290	0.09713348331
291	0.09707044321
292	0.09699749081
293	0.09683692402
294	0.09675960743
295	0.09669006208
296	0.09657628576
297	0.09648229635
298	0.09643458349
299	0.09631944913
300	0.0962457734
301	0.09606790561
302	0.09579064761
303	0.09532162411
304	0.09504084719
305	0.09483930845
306	0.09473879535
307	0.09464719848
308	0.09458406495
309	0.09452603552
310	0.09437600095
311	0.09425326419
312	0.09419999994
313	0.09412653197
314	0.094064911
315	0.09399419574
316	0.09392073398
317	0.09384089722
318	0.09375739279
319	0.09370135738
320	0.09360804332
321	0.09337907079
322	0.09327033816
323	0.09319943048
324	0.09315611032
325	0.09305748455
326	0.09293053342
327	0.09287892144
328	0.0928061782
329	0.09273586899
330	0.09268115702
331	0.09262021068
332	0.09256819108
333	0.09246938585
334	0.09242731668
335	0.09238120967
336	0.09233312475
337	0.09225478887
338	0.09191692498
339	0.0918578123
340	0.09180667826
341	0.0917185925
342	0.09160639683
343	0.09153433064
344	0.09145532257
345	0.09119820037
346	0.09113083117
347	0.09106423416
348	0.09099353283
349	0.09092601704
350	0.09086658418
351	0.0905744093
352	0.09054060109
353	0.09045478876
354	0.09036913125
355	0.09030051791
356	0.09025580019
357	0.09017769873
358	0.09014664388
359	0.09006738914
360	0.08994313262
361	0.08973707918
362	0.0896004057
363	0.08955298409
364	0.08949333451
365	0.08934123145
366	0.0893412218
367	0.08930576765
368	0.08925782821
369	0.08920347832
370	0.08912517873
371	0.089039814
372	0.08897887988
373	0.08890459667
374	0.08884076551
375	0.08878455265
376	0.08870770099
377	0.08864610216
378	0.08853610981
379	0.08844681458
380	0.08836334627
381	0.08830639972
382	0.08824671826
383	0.0881951623
384	0.08812887578
385	0.08806703728
386	0.08800868428
387	0.08794997798
388	0.08788338098
389	0.08779357708
390	0.08774608541
391	0.08767031608
392	0.08762961556
393	0.08756874131
394	0.08751773708
395	0.08743934333
396	0.08738690687
397	0.08734402336
398	0.08727003376
399	0.0872062457
400	0.08709398969
401	0.08703447107
402	0.08696941403
403	0.08691923076
404	0.08684560677
405	0.08680589293
406	0.08679184363
407	0.08674507448
408	0.08669317628
409	0.08663616236
410	0.08656714142
411	0.08653874559
412	0.08646087244
413	0.08638686594
414	0.08636692303
415	0.08634252195
416	0.08628408713
417	0.08624543315
418	0.08611247979
419	0.08605678066
420	0.08589011223
421	0.08582975199
422	0.08574195064
423	0.08567037392
424	0.08565137909
425	0.08559820946
426	0.08555356036
427	0.08550448242
428	0.08544985071
429	0.08527591849
430	0.0852452894
431	0.08516938054
432	0.08511023156
433	0.08505236089
434	0.08496081045
435	0.08489408282
436	0.08482808715
437	0.08474332052
438	0.08465598871
439	0.08458728268
440	0.08456621895
441	0.08452943329
442	0.08449118268
443	0.08442628836
444	0.08433495904
445	0.08427772268
446	0.08422177269
447	0.08415528449
448	0.0841067924
449	0.08406237475
450	0.08396802794
451	0.08389099668
452	0.08384015084
453	0.08377468094
454	0.0837194788
455	0.08367130613
456	0.08362517644
457	0.08355477287
458	0.0835014772
459	0.08344830856
460	0.0834130041
461	0.08334079684
462	0.08324780282
463	0.08317933879
464	0.0831259327
465	0.08308674722
466	0.0830143629
467	0.08296354295
468	0.08290128438
469	0.08285623266
470	0.08279692106
471	0.08261242671
472	0.08247359375
473	0.08241967991
474	0.08241069862
475	0.08238944904
476	0.08235058266
477	0.08228033423
478	0.08221347519
479	0.08215990084
480	0.08211533004
481	0.0821089096
482	0.08205839885
483	0.08202205005
484	0.081956749
485	0.08189931224
486	0.08185095416
487	0.08180327511
488	0.08170339967
489	0.08167717072
490	0.08163432877
491	0.08160138468
492	0.08156302071
493	0.08151586418
494	0.08146318719
495	0.08143469228
496	0.08140030062
497	0.08135068941
498	0.08132062326
499	0.08125227858
500	0.08119794831
501	0.0811582501
502	0.08111559044
503	0.08103844209
504	0.08101670952
505	0.0809477332
506	0.08083843391
507	0.08080904549
508	0.08077665666
509	0.08070907307
510	0.08066337818
511	0.08064921576
512	0.08060247362
513	0.08054741944
514	0.08051018781
515	0.08046168667
516	0.08040139516
517	0.08034981999
518	0.08031516664
519	0.08026173067
520	0.08019163652
521	0.08013918749
522	0.08007666528
523	0.08001228857
524	0.07995735822
525	0.07992771577
526	0.07989611383
527	0.07983134483
528	0.07979507825
529	0.07975208044
530	0.07971105842
531	0.0796820251
532	0.07964435767
533	0.07957360787
534	0.07951651346
535	0.07944717759
536	0.07940058058
537	0.07936586988
538	0.07933100202
539	0.07929738896
540	0.07921550011
541	0.07915769535
542	0.07909745162
543	0.07904235828
544	0.07900824732
545	0.07898145271
546	0.07892998094
547	0.07891842849
548	0.07888304814
549	0.07884762931
550	0.07868172095
551	0.07861954713
552	0.07856444909
553	0.07853938979
554	0.07849979884
555	0.0784717862
556	0.07845154844
557	0.07842345997
558	0.07828008781
559	0.07823385083
560	0.07819785641
561	0.0781649976
562	0.07810690367
563	0.07803992417
564	0.07801879603
565	0.07796647256
566	0.07794864499
567	0.07790964485
568	0.07786758269
569	0.0778183966
570	0.07777711991
571	0.07772607649
572	0.07766098874
573	0.0775233177
574	0.07746683687
575	0.0774380929
576	0.07739387322
577	0.07732662454
578	0.07730934117
579	0.07728308914
580	0.07723801994
581	0.07719294295
582	0.07712980551
583	0.07707398307
584	0.07702349966
585	0.07699575429
586	0.07692069295
587	0.07681073992
588	0.07675236999
589	0.07669498714
590	0.07666589944
591	0.07662252374
592	0.07659354104
593	0.07658667618
594	0.07653160626
595	0.07649722122
596	0.07644835544
597	0.07641758346
598	0.07638075552
599	0.0763246438
600	0.07626866248
601	0.07611821871
602	0.07607286294
603	0.07603290022
604	0.07591067698
605	0.07585588245
606	0.07581263573
607	0.0757923142
608	0.07569640583
609	0.07566395927
610	0.07558372987
611	0.07554198524
612	0.07538389252
613	0.07535682355
614	0.07523854558
615	0.07518572618
616	0.07516442281
617	0.075120207
618	0.07506996145
619	0.07500052501
620	0.07496901149
621	0.07493480731
622	0.074878096
623	0.07485042611
624	0.07478315387
625	0.0747470424
626	0.07470726995
627	0.07467186114
628	0.07464909792
629	0.07460735234
630	0.07457890926
631	0.07456327771
632	0.07453040165
633	0.07449333331
634	0.07444660754
635	0.07443800008
636	0.07437863904
637	0.07433251422
638	0.07429228744
639	0.07415568966
640	0.0741432204
641	0.074089803
642	0.07405548891
643	0.07401224013
644	0.07400711959
645	0.07397978783
646	0.07394143722
647	0.07393347519
648	0.07388320242
649	0.07383552122
650	0.07378265099
651	0.07374021477
652	0.07368487985
653	0.07367401021
654	0.07364859701
655	0.07363773616
656	0.07361751647
657	0.07350144165
658	0.07343903038
659	0.07337207897
660	0.07332435
661	0.07330456307
662	0.07327008618
663	0.07326605043
664	0.07324793759
665	0.07321536091
666	0.073177263
667	0.07314148659
668	0.07310891984
669	0.07307860643
670	0.07304676265
671	0.07300372963
672	0.07298376785
673	0.07294063639
674	0.07291765507
675	0.07286798077
676	0.07284265688
677	0.07282466064
678	0.072803535
679	0.07276622205
680	0.07274662363
681	0.07270337538
682	0.07265577439
683	0.0726087821
684	0.07255753086
685	0.0725066148
686	0.07239854199
687	0.07235751301
688	0.07234334897
689	0.07231533089
690	0.07228086044
691	0.07223241242
692	0.07219286807
693	0.07217916369
694	0.07213569549
695	0.07207478722
696	0.07202425254
697	0.07200590099
698	0.07198415024
699	0.07196987958
700	0.07193440565
701	0.07181207713
702	0.07179432743
703	0.07177997385
704	0.07172482736
705	0.07168905535
706	0.07164546986
707	0.07162504977
708	0.0716037399
709	0.07155944679
710	0.07154254701
711	0.07148404866
712	0.07147747372
713	0.07147179246
714	0.0714397623
715	0.07139968934
716	0.07138881147
717	0.07134918073
718	0.07128836003
719	0.07126268385
720	0.07121576131
721	0.07118621363
722	0.07113139433
723	0.07109436364
724	0.07106909349
725	0.0710406539
726	0.07100633129
727	0.07098144686
728	0.07096965341
729	0.0709402466
730	0.07091850131
731	0.07085766986
732	0.07073922347
733	0.07072739772
734	0.07070970291
735	0.07065504903
736	0.0706028807
737	0.07058960559
738	0.07053895285
739	0.070527336
740	0.07052732933
741	0.07051559238
742	0.07049619635
743	0.07046254451
744	0.07041976465
745	0.07039564527
746	0.07034913335
747	0.07033641207
748	0.07029141433
749	0.07024937433
750	0.07020207907
751	0.07017665245
752	0.0701502462
753	0.07011608341
754	0.07008283991
755	0.07004482043
756	0.07003002263
757	0.06999734693
758	0.06996321689
759	0.0699308924
760	0.06992123749
761	0.06987952551
762	0.0698389406
763	0.0698295389
764	0.06980752258
765	0.0697616279
766	0.06971066778
767	0.0696770227
768	0.06962522514
769	0.06960159174
770	0.06958747223
771	0.06953244241
772	0.06946648404
773	0.06945815235
774	0.06940338304
775	0.06934716826
776	0.06930375353
777	0.06928640396
778	0.06927790332
779	0.06923138859
780	0.06918598686
781	0.06916836041
782	0.06912410812
783	0.0691142719
784	0.06907892977
785	0.0690718053
786	0.06905218716
787	0.06902474282
788	0.06901902033
789	0.0689622404
790	0.06893672722
791	0.06892424955
792	0.06888563119
793	0.06885780241
794	0.06880689492
795	0.06877172956
796	0.06874742683
797	0.06870535767
798	0.06869589212
799	0.06864668777
800	0.06862446882
801	0.06856873503
802	0.06854678739
803	0.06853224384
804	0.06851406538
805	0.06849444022
806	0.068476579
807	0.06845310449
808	0.06841948485
809	0.06834021347
810	0.06830351846
811	0.06825269314
812	0.06823932182
813	0.06823886147
814	0.06819160203
815	0.06815701176
816	0.06810876374
817	0.06808180749
818	0.06803583013
819	0.06801645623
820	0.06799123837
821	0.06798828794
822	0.06796657408
823	0.06791446033
824	0.06787782235
825	0.06783892704
826	0.06779249287
827	0.06776110147
828	0.06772111718
829	0.06766842537
830	0.06765145253
831	0.06764243305
832	0.06761495916
833	0.06758007979
834	0.06748122057
835	0.06745181117
836	0.06741589361
837	0.06737977721
838	0.06737246855
839	0.06736364209
840	0.06734549552
841	0.06730142515
842	0.06726753022
843	0.06724309419
844	0.06721979108
845	0.06717711104
846	0.0671510912
847	0.06712081483
848	0.06709139395
849	0.06706899303
850	0.0670224677
851	0.06698431259
852	0.06695679982
853	0.06689765993
854	0.06685185424
855	0.06683499253
856	0.06678670802
857	0.06675313339
858	0.06673383256
859	0.06669927346
860	0.06667425796
861	0.06666749069
862	0.06660236406
863	0.06659611598
864	0.06654883781
865	0.06654034224
866	0.06652029533
867	0.0664753797
868	0.06642487966
869	0.06637195126
870	0.0663460335
871	0.06630884967
872	0.06624961752
873	0.06623813715
874	0.06621241027
875	0.06617800164
876	0.06614088224
877	0.06611129745
878	0.06605094231
879	0.06601332173
880	0.0659992986
881	0.06597226291
882	0.06594761222
883	0.06592251907
884	0.0658305397
885	0.06579570009
886	0.06578342522
887	0.06577139734
888	0.06576617962
889	0.06572411779
890	0.0656827247
891	0.06565014256
892	0.06562522495
893	0.06558699269
894	0.06556356108
895	0.06545273406
896	0.06534209311
897	0.06529363917
898	0.06526645356
899	0.06522308434
900	0.0651317747
901	0.06508288706
902	0.06506959316
903	0.0650408773
904	0.06504086475
905	0.06500842457
906	0.06498777193
907	0.06496424826
908	0.06493402081
909	0.06487589247
910	0.06486658179
911	0.06483747972
912	0.06481316761
913	0.06479123906
914	0.06477036508
915	0.06473442849
916	0.06471563975
917	0.06469950873
918	0.06467530841
919	0.06463219611
920	0.06461915663
921	0.06460891892
922	0.06457000072
923	0.06455186414
924	0.06454123554
925	0.06450799021
926	0.06445768661
927	0.06440515072
928	0.06438065565
929	0.06436383525
930	0.06431220597
931	0.06428050116
932	0.06424462648
933	0.06423928504
934	0.06420241586
935	0.0641836611
936	0.06414495733
937	0.06412383345
938	0.06409297425
939	0.06406894488
940	0.0640377732
941	0.06400871238
942	0.06398731799
943	0.06397802091
944	0.06393476582
945	0.06389190536
946	0.06387141664
947	0.06385780945
948	0.06382559701
949	0.06380905719
950	0.06378888936
951	0.06375986582
952	0.06374309049
953	0.06373710915
954	0.06370429554
955	0.06368713223
956	0.063668898
957	0.0636146354
958	0.06359230899
959	0.06355936745
960	0.0635025075
961	0.06348085724
962	0.06346122418
963	0.06337197391
964	0.06333425227
965	0.06329511056
966	0.06328739841
967	0.06327402753
968	0.06323342765
969	0.0631914163
970	0.06318022445
971	0.06312021716
972	0.06311708841
973	0.06306899021
974	0.06303927881
975	0.0630116011
976	0.06299111478
977	0.06297751475
978	0.06294422677
979	0.06292754937
980	0.06292173673
981	0.06288431214
982	0.06286643028
983	0.06284976197
984	0.06283125047
985	0.06280569326
986	0.0627769453
987	0.06274076878
988	0.06273012635
989	0.06270730788
990	0.0626644883
991	0.0626176685
992	0.06257261633
993	0.06247486592
994	0.06244227142
995	0.06240462173
996	0.06238723057
997	0.06236853992
998	0.06235481372
999	0.06233363457
